-1.500000000000000000e+02	3.046096707484682042e+01
-1.475000000000000000e+02	3.030432137876638166e+01
-1.450000000000000000e+02	3.015482113620596039e+01
-1.425000000000000000e+02	2.995925886608516819e+01
-1.400000000000000000e+02	2.974931954893618880e+01
-1.375000000000000000e+02	2.956210660755636255e+01
-1.350000000000000000e+02	2.933927617799573184e+01
-1.325000000000000000e+02	2.911121311666390099e+01
-1.300000000000000000e+02	2.892219119473451983e+01
-1.275000000000000000e+02	2.868527084523239878e+01
-1.250000000000000000e+02	2.850617494802299490e+01
-1.225000000000000000e+02	2.829725996731116666e+01
-1.200000000000000000e+02	2.809695262323109333e+01
-1.175000000000000000e+02	2.792930957243664025e+01
-1.150000000000000000e+02	2.774020117665509133e+01
-1.125000000000000000e+02	2.755536093705405065e+01
-1.100000000000000000e+02	2.740471523256592690e+01
-1.075000000000000000e+02	2.724045165445372518e+01
-1.050000000000000000e+02	2.708941696313278769e+01
-1.025000000000000000e+02	2.696889076436353250e+01
-1.000000000000000000e+02	2.683264859015713455e+01
-9.750000000000000000e+01	2.675330503259408133e+01
-9.500000000000000000e+01	2.668372546938567780e+01
-9.250000000000000000e+01	2.665748184557495648e+01
-9.000000000000000000e+01	2.667039594656380430e+01
-8.750000000000000000e+01	2.672431040844677952e+01
-8.500000000000000000e+01	2.682119157634742379e+01
-8.250000000000000000e+01	2.695618317391916818e+01
-8.000000000000000000e+01	2.719208003323296907e+01
-7.750000000000000000e+01	2.750935850152501772e+01
-7.500000000000000000e+01	2.785189614133955160e+01
-7.250000000000000000e+01	2.842017191632798401e+01
-7.000000000000000000e+01	2.887698022122755148e+01
-6.750000000000000000e+01	2.947915197128830300e+01
-6.500000000000000000e+01	3.025849028313084688e+01
-6.250000000000000000e+01	3.102113440556808399e+01
-6.000000000000000000e+01	3.207748117860687387e+01
-5.750000000000000000e+01	3.296425237634377226e+01
-5.500000000000000000e+01	3.388110335955447283e+01
-5.250000000000000000e+01	3.470241241660397691e+01
-5.000000000000000000e+01	3.544783004989260888e+01
-4.750000000000000000e+01	3.611559087803350820e+01
-4.500000000000000000e+01	3.663801886428153409e+01
-4.250000000000000000e+01	3.727624504536470340e+01
-4.000000000000000000e+01	3.778931460060766767e+01
-3.750000000000000000e+01	3.835101032253487574e+01
-3.500000000000000000e+01	3.825560413127085013e+01
-3.250000000000000000e+01	3.375305163364215133e+01
-3.000000000000000000e+01	2.597941438246519752e+01
-2.750000000000000000e+01	2.372392827645155222e+01
-2.500000000000000000e+01	2.621146292553091683e+01
-2.250000000000000000e+01	2.796784174221618358e+01
