-1.500000000000000000e+02	6.212337289333271428e+01
-1.475000000000000000e+02	6.215424620659386079e+01
-1.450000000000000000e+02	6.223058809903917421e+01
-1.425000000000000000e+02	6.233665969022138142e+01
-1.400000000000000000e+02	6.263637189430179575e+01
-1.375000000000000000e+02	6.315211718289184262e+01
-1.350000000000000000e+02	6.440772169328070618e+01
-1.325000000000000000e+02	6.951026540465693415e+01
-1.300000000000000000e+02	6.438357511200166527e+01
-1.275000000000000000e+02	5.847736216626592665e+01
-1.250000000000000000e+02	5.237889079247470647e+01
-1.225000000000000000e+02	5.123585111688684179e+01
-1.200000000000000000e+02	5.065300466045295735e+01
-1.175000000000000000e+02	5.020197990588687276e+01
-1.150000000000000000e+02	4.978536744667207614e+01
-1.125000000000000000e+02	4.948385336566074244e+01
-1.100000000000000000e+02	4.916155141681018392e+01
-1.075000000000000000e+02	4.881215166947336570e+01
-1.050000000000000000e+02	4.846567578818592636e+01
-1.025000000000000000e+02	4.810547453013359842e+01
-1.000000000000000000e+02	4.772413125322839278e+01
-9.750000000000000000e+01	4.733334778112238439e+01
-9.500000000000000000e+01	4.692350954412094666e+01
-9.250000000000000000e+01	4.648914982122910544e+01
-9.000000000000000000e+01	4.605470143017777218e+01
-8.750000000000000000e+01	4.559662709256433999e+01
-8.500000000000000000e+01	4.515006708663096191e+01
-8.250000000000000000e+01	4.469121224592129238e+01
-8.000000000000000000e+01	4.425462383005935862e+01
-7.750000000000000000e+01	4.383557533888647839e+01
-7.500000000000000000e+01	4.343461510082948962e+01
-7.250000000000000000e+01	4.309077404657430321e+01
-7.000000000000000000e+01	4.280388187618264340e+01
-6.750000000000000000e+01	4.258199370762201852e+01
-6.500000000000000000e+01	4.244019720236460103e+01
-6.250000000000000000e+01	4.236231246447142951e+01
-6.000000000000000000e+01	4.234357648292051124e+01
-5.750000000000000000e+01	4.237558708589231316e+01
-5.500000000000000000e+01	4.245243241770315024e+01
-5.250000000000000000e+01	4.257272512647862328e+01
-5.000000000000000000e+01	4.274719459953762879e+01
-4.750000000000000000e+01	4.297264161266690508e+01
-4.500000000000000000e+01	4.326160475881076195e+01
-4.250000000000000000e+01	4.364881656874613469e+01
-4.000000000000000000e+01	4.414164785716124584e+01
-3.750000000000000000e+01	4.482057640983895652e+01
-3.500000000000000000e+01	4.571034052984541063e+01
-3.250000000000000000e+01	4.691297890443017593e+01
-3.000000000000000000e+01	4.845435962850386602e+01
-2.750000000000000000e+01	5.043009599416659228e+01
-2.500000000000000000e+01	5.276613720387206996e+01
-2.250000000000000000e+01	5.539060685662042971e+01
-2.000000000000000000e+01	5.759705140415485403e+01
-1.750000000000000000e+01	5.997567086062945663e+01
-1.500000000000000000e+01	6.204589480618565034e+01
-1.250000000000000000e+01	6.324165336893145906e+01
-1.000000000000000000e+01	6.528131083071446028e+01
-7.500000000000000000e+00	6.721279751397392488e+01
-5.000000000000000000e+00	7.066808349849101489e+01
-2.500000000000000000e+00	7.543284948831855274e+01
0.000000000000000000e+00	7.962056062526960432e+01
2.500000000000000000e+00	8.350439983208474359e+01
5.000000000000000000e+00	9.021640649182434402e+01
7.500000000000000000e+00	1.043266061608285469e+02
1.000000000000000000e+01	1.092247369693385082e+02
1.250000000000000000e+01	1.131761426523608378e+02
1.500000000000000000e+01	1.127812282074692121e+02
1.750000000000000000e+01	1.129695871651234285e+02
2.000000000000000000e+01	1.132868947305829863e+02
2.250000000000000000e+01	1.135900135998776932e+02
2.500000000000000000e+01	1.138920579815980858e+02
2.750000000000000000e+01	1.142726031853651278e+02
3.000000000000000000e+01	1.145151602680137444e+02
3.250000000000000000e+01	1.146048220607730030e+02
3.500000000000000000e+01	1.147469472442549687e+02
3.750000000000000000e+01	1.149032353781614404e+02
4.000000000000000000e+01	1.151088473842874151e+02
4.250000000000000000e+01	1.156068549982014844e+02
4.500000000000000000e+01	1.161293911425052698e+02
4.750000000000000000e+01	1.164813263020433851e+02
5.000000000000000000e+01	1.168024150803110786e+02
5.250000000000000000e+01	1.171498024058859215e+02
5.500000000000000000e+01	1.174791691340747519e+02
5.750000000000000000e+01	1.177499062331782653e+02
6.000000000000000000e+01	1.181099758683402285e+02
6.250000000000000000e+01	1.186378925277844303e+02
6.500000000000000000e+01	1.191471135505865107e+02
6.750000000000000000e+01	1.195370409500111037e+02
7.000000000000000000e+01	1.198507101046890568e+02
7.250000000000000000e+01	1.200702245072749861e+02
7.500000000000000000e+01	1.204411894739140507e+02
7.750000000000000000e+01	1.209479818817021624e+02
8.000000000000000000e+01	1.213651084442414856e+02
8.250000000000000000e+01	1.217271531777207514e+02
8.500000000000000000e+01	1.220560154371797381e+02
8.750000000000000000e+01	1.223044343995590992e+02
9.000000000000000000e+01	1.227032197918352665e+02
9.250000000000000000e+01	1.233132877791386335e+02
9.500000000000000000e+01	1.238451729617961945e+02
9.750000000000000000e+01	1.242535697694689958e+02
1.000000000000000000e+02	1.246905204089010510e+02
1.025000000000000000e+02	1.252884699007890248e+02
1.050000000000000000e+02	1.258826101728547968e+02
1.075000000000000000e+02	1.263184997103993368e+02
1.100000000000000000e+02	1.266752566930013870e+02
1.125000000000000000e+02	1.273448752380987372e+02
1.150000000000000000e+02	1.282454425671614615e+02
1.175000000000000000e+02	1.288523969592997958e+02
1.200000000000000000e+02	1.293915410922903106e+02
1.225000000000000000e+02	1.300194564555426382e+02
1.250000000000000000e+02	1.305979188436076015e+02
1.275000000000000000e+02	1.311100246479862221e+02
1.300000000000000000e+02	1.318241118283342246e+02
1.325000000000000000e+02	1.327555299456436728e+02
1.350000000000000000e+02	1.334085983444009571e+02
1.375000000000000000e+02	1.338101342264179152e+02
1.400000000000000000e+02	1.345424317953789171e+02
1.425000000000000000e+02	1.356972004736383042e+02
1.450000000000000000e+02	1.368852782953643441e+02
1.475000000000000000e+02	1.380891412090302026e+02
1.500000000000000000e+02	1.387399148617228093e+02
1.525000000000000000e+02	1.394524571212680826e+02
1.550000000000000000e+02	1.383734909266999296e+02
1.575000000000000000e+02	1.297844106052395148e+02
1.600000000000000000e+02	1.220722029709703236e+02
1.625000000000000000e+02	1.212589615894875692e+02
1.650000000000000000e+02	1.214013532335117844e+02
1.675000000000000000e+02	1.214379607999963611e+02
1.700000000000000000e+02	1.214137236226420953e+02
